gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
163990298																																																											UGENT	nematodes			PreservedSpecimen					100690																																																					CÔTE D'IVOIRE					Arboretum autour de racines de Upaca																																																				paratype: 2 m ,														Paroriverutus ivorense								Animalia	Nemata				Paroriverutus		ivorense									
163990329																																																											UGENT	nematodes			PreservedSpecimen					100711																																																																																																																												Xiphinema fatikae								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Xiphinema		fatikae									
163990348																																																											UGENT	nematodes			PreservedSpecimen					100741																																																																																																																												Richtersia heipi								Animalia	Nemata	Chromadorea	Chromadorida	Selachinematidae	Richtersia		heipi									
163990562																																																											UGENT	nematodes			PreservedSpecimen					100782																																																					BRAZIL					Itamaraju Faz. Mode L., Bahia State, Theobroma c.																																																				holotype: f ,														Xiphidorus minor								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Xiphidorus		minor									
163990596																																																											UGENT	nematodes			PreservedSpecimen					100941																																																																																																																												Procamacolaimus tubifer Gerlach 1953 in Furstenberg & Vincx, 1988								Animalia	Nemata	Chromadorea	Plectida	Leptolaimidae	Procamacolaimus		tubifer				Gerlach 1953 in Furstenberg & Vincx, 1988					
163990679																																																											UGENT	nematodes			PreservedSpecimen					101276																															1962-01-15																																																																																													Paratylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		goodeyi									
163990689																																																											UGENT	nematodes			PreservedSpecimen					101294																															1962-05-22																																																																																													Rotylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		goodeyi									
163990695																																																											UGENT	nematodes			PreservedSpecimen					101308																															1962-05-25																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990732																																																											UGENT	nematodes			PreservedSpecimen					101383																															1962-08-31																																																																																													Rotylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		goodeyi									
163990742																																																											UGENT	nematodes			PreservedSpecimen					101394																															1962-09-04																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
